dTkFZu5ojX8,"Лукашэнка не разумее грамадства, у якім жыве | Лукашенко не понимает общество, в котором живет",БЕЛСАТ NEWS,2018-11-07T19:27:41,"Чаму Беларусь засталася адзінай краінай, дзе на афіцыйным узроўні святкуюцца ўгодкі камуністычнай рэвалюцыі, і які кошт заплаціла беларускае грамадства за вернасць савецкім ідэям? Пра гэта разважае гісторык Анатоль Сідарэвіч http://belsat.eu/?p=911307

Наведай нашую старонку: http://belsat.eu

Расклад новых выданняў: https://belsat.eu/schedule 

Па ўсіх пытаннях: belsat.eu@gmail.com

Падпішыся на нашыя каналы:

BELSAT NEWS – https://goo.gl/fe2Lw9
ВОТ ТАК – http://goo.gl/Kra6Qf
БЕЛСАТ БЕЗ ПАЛІТЫКІ – https://goo.gl/qSjU7a 
БЕЛСАТ ГІСТОРЫЯ – https://goo.gl/cfiYTj
БЕЛСАТ МУЗЫКА – https://goo.gl/NDB5oB
ЖЭСТАЧАЙШЫ МУЛЬТ – https://goo.gl/obVGMH
КОЖНЫ З НАС – https://goo.gl/1URoFk
BIEŁSAT PO POLSKU – https://goo.gl/4LdFdG 
BELSAT IN ENGLISH – https://goo.gl/mtBQvM 

Далучыся да нас у сацыяльных сетках!

Па-беларуску:

Facebook – https://goo.gl/nWYVXF
VKontakte – https://goo.gl/vvwJyJ
Telegram – https://goo.gl/jMMQAc
Instagram – https://goo.gl/Vsuix6
Twitter – https://goo.gl/CbSrPA

По-русски:

Facebook – https://goo.gl/N4FKHF
Twitter – https://goo.gl/J4wpAg
Odnoklassniki – https://goo.gl/sXdZ4p
VKontakte – https://goo.gl/ogvbWw
Rutube – https://goo.gl/xhX9K5

Po polsku:

Facebook – https://goo.gl/b7VuoV
Twitter – https://goo.gl/rmvobb

In english:

Facebook – https://goo.gl/q15Htp
Twitter – https://goo.gl/P3H5Qp",11837,349,29,90,"[белсат, belsat, Лукашенко, 7 ноября, октябрьская революция, красный день календаря, Игорь Кулей, Павел Усов, комунисты, КПБ, комунистический режим в Беларуси, Павел Усаў, Анатоль Сідарэвіч, Ігар Кулей, кастрычнік, кастрычніцкая рэвалюцыя, чырвоны дзень, 7 лістапада, камуністы, Лукашэнка]",UCRokSp8CGOuQO4R0F1RxRGg,0,0,,false
JbaMTOmJrNg,Улады дазволілі лоўлю радыеактыўных рыбаў | Власти разрешили ловлю радиоактивной рыбы,БЕЛСАТ NEWS,2018-11-07T19:47:13,"Распачаць прамысловую лоўлю рыбы ў Прыпяці ў межах Палескага радыяцыйна-экалагічнага запаведніка дазволіў кіраўнік нашае краіны. Але рашэнне, мякка кажучы, спрэчнае. Ці варта займацца рыбнай гаспадаркай на забруджаных тэрыторыях, і хто будзе есці тамтэйшую рыбу? http://belsat.eu/?p=911216

Фота: REUTERS / Alaa al-Marjani / FORUM

Наведай нашую старонку: http://belsat.eu

Расклад новых выданняў: https://belsat.eu/schedule 

Па ўсіх пытаннях: belsat.eu@gmail.com

Падпішыся на нашыя каналы:

BELSAT NEWS – https://goo.gl/fe2Lw9
ВОТ ТАК – http://goo.gl/Kra6Qf
БЕЛСАТ БЕЗ ПАЛІТЫКІ – https://goo.gl/qSjU7a 
БЕЛСАТ ГІСТОРЫЯ – https://goo.gl/cfiYTj
БЕЛСАТ МУЗЫКА – https://goo.gl/NDB5oB
ЖЭСТАЧАЙШЫ МУЛЬТ – https://goo.gl/obVGMH
КОЖНЫ З НАС – https://goo.gl/1URoFk
BIEŁSAT PO POLSKU – https://goo.gl/4LdFdG 
BELSAT IN ENGLISH – https://goo.gl/mtBQvM 

Далучыся да нас у сацыяльных сетках!

Па-беларуску:

Facebook – https://goo.gl/nWYVXF
VKontakte – https://goo.gl/vvwJyJ
Telegram – https://goo.gl/jMMQAc
Instagram – https://goo.gl/Vsuix6
Twitter – https://goo.gl/CbSrPA

По-русски:

Facebook – https://goo.gl/N4FKHF
Twitter – https://goo.gl/J4wpAg
Odnoklassniki – https://goo.gl/sXdZ4p
VKontakte – https://goo.gl/ogvbWw
Rutube – https://goo.gl/xhX9K5

Po polsku:

Facebook – https://goo.gl/b7VuoV
Twitter – https://goo.gl/rmvobb

In english:

Facebook – https://goo.gl/q15Htp
Twitter – https://goo.gl/P3H5Qp",4375,142,2,27,"[белсат, belsat, Чернобыль, Экология, радиация, Припять, ловля рыбы, Лукашенко, Чарнобыль, радыяцыя, Прыпяць, заказнік, Лукашэнка, лоўля рыбаў, экалогія]",UCRokSp8CGOuQO4R0F1RxRGg,0,0,,false
fWV5DrP_kcc,Поўнае выданне навінаў за 07.11.2018,БЕЛСАТ NEWS,2018-11-07T19:53:43,"Галоўныя падзеі ў Беларусі і суседзяў паводле рэдакцыі ""Аб'ектыву"". http://belsat.eu/?p=911212

- Камуністы ледзь не пабіліся ля помніка Леніну
- На Глыбоччыне ўпершыню ўшанавалі адначасова ахвяраў нацыстаў і камуністаў
- Манаполія рэспубліканцаў на ўладу ў ЗША парушаная
- Лукашэнка дазволіў прамысловую лоўлю радыеактыўных рыбаў
- Што зрабіць, каб гістарычна каштоўны будынак не зруйнавалі?

Наведай нашую старонку: http://belsat.eu

Расклад новых выданняў: https://belsat.eu/schedule 

Па ўсіх пытаннях: belsat.eu@gmail.com

Падпішыся на нашыя каналы:

BELSAT NEWS – https://goo.gl/fe2Lw9
ВОТ ТАК – http://goo.gl/Kra6Qf
БЕЛСАТ БЕЗ ПАЛІТЫКІ – https://goo.gl/qSjU7a 
БЕЛСАТ ГІСТОРЫЯ – https://goo.gl/cfiYTj
БЕЛСАТ МУЗЫКА – https://goo.gl/NDB5oB
ЖЭСТАЧАЙШЫ МУЛЬТ – https://goo.gl/obVGMH
КОЖНЫ З НАС – https://goo.gl/1URoFk
BIEŁSAT PO POLSKU – https://goo.gl/4LdFdG 
BELSAT IN ENGLISH – https://goo.gl/mtBQvM 

Далучыся да нас у сацыяльных сетках!

Па-беларуску:

Facebook – https://goo.gl/nWYVXF
VKontakte – https://goo.gl/vvwJyJ
Telegram – https://goo.gl/jMMQAc
Instagram – https://goo.gl/Vsuix6
Twitter – https://goo.gl/CbSrPA

По-русски:

Facebook – https://goo.gl/N4FKHF
Twitter – https://goo.gl/J4wpAg
Odnoklassniki – https://goo.gl/sXdZ4p
VKontakte – https://goo.gl/ogvbWw
Rutube – https://goo.gl/xhX9K5

Po polsku:

Facebook – https://goo.gl/b7VuoV
Twitter – https://goo.gl/rmvobb

In english:

Facebook – https://goo.gl/q15Htp
Twitter – https://goo.gl/P3H5Qp",6366,152,12,38,"[белсат, belsat, октябрьская революция, 7 ноября, комунисты, репрессии, Барок, Чернобыль, Экология, радиация, ловля рыбы, Лукашенко, США, Трамп, выборы, Межево, Юлія Цяльпук, 7 лістапада, Кастрычніцкая рэвалюцыя, чырвоны дзень календара, чырвоная дата, рэпрэсіі, камуністы, камуністычная партыя, ваеннапалонныя, эвакуацыя, НКУС, Літва, Алесь Залеўскі, ЗША, гісторыка-культурніцкая каштоўнасць, архітэктура, гісторыя, Глубокае, Ворша, Межава, Вольга Старасціна]",UCRokSp8CGOuQO4R0F1RxRGg,0,0,,false
LEajmKccVmc,NEXTA на Белсаце з новай праграмай | NEXTA на Белсате с новой программой,БЕЛСАТ NEWS,2018-09-07T19:07:08,"Цяпер кожную пятніцу перад ""Аб'ектывам"" глядзіце ""Субʼектыў"" – іранічныя заўвагі, дыскусіі і апытанні вакол падзеяў, якія абмінаюць асноўнае выданне навінаў. http://belsat.eu/?p=868865

Онлайн інфармацыйна-публіцыстычнага блоку ""Студыя Белсату"", ""Аб’ектыў"", прэм’еры праграмаў, рэпартажы і фільмы.

Наведай нашую старонку: http://belsat.eu

Расклад новых выданняў: https://belsat.eu/schedule 

Па ўсіх пытаннях: belsat.eu@gmail.com

Падпішыся на нашыя каналы:

https://goo.gl/fe2Lw9 – BELSAT NEWS
http://goo.gl/Kra6Qf – ВОТ ТАК
https://goo.gl/qSjU7a – БЕЛСАТ БЕЗ ПАЛІТЫКІ
https://goo.gl/cfiYTj – БЕЛСАТ ГІСТОРЫЯ
https://goo.gl/NDB5oB – БЕЛСАТ МУЗЫКА
https://goo.gl/obVGMH – ЖЭСТАЧАЙШЫ МУЛЬТ
https://goo.gl/1URoFk – КОЖНЫ З НАС
https://goo.gl/4LdFdG – BIEŁSAT PO POLSKU
https://goo.gl/mtBQvM – BELSAT IN ENGLISH

Далучыся да нас у сацыяльных сетках!

Па-беларуску:

Facebook – https://goo.gl/nWYVXF
VKontakte – https://goo.gl/vvwJyJ
Telegram – https://goo.gl/jMMQAc
Instagram – https://goo.gl/Vsuix6
Twitter – https://goo.gl/CbSrPA

По-русски:

Facebook – https://goo.gl/N4FKHF
Twitter – https://goo.gl/J4wpAg
Odnoklassniki – https://goo.gl/sXdZ4p
VKontakte – https://goo.gl/ogvbWw
Rutube – https://goo.gl/xhX9K5

Po polsku:

Facebook – https://goo.gl/b7VuoV
Twitter – https://goo.gl/rmvobb

In english:

Facebook – https://goo.gl/q15Htp
Twitter – https://goo.gl/P3H5Qp",42618,2200,105,237,"[NEXTA, Степан Светлов]",UCRokSp8CGOuQO4R0F1RxRGg,0,0,,false
YP-Ud-eE0G4,"Беларусы не ведаюць, хто прэм'ер-міністр. Апытанка | Вспоминают имена премьер-министров",БЕЛСАТ NEWS,2018-11-09T15:51:49,"Мы папрасілі жыхароў Віцебска назваць імёны траіх кіраўнікоў ураду незалежнай Беларусі. http://belsat.eu/?p=913009

Наведай нашую старонку: http://belsat.eu

Расклад новых выданняў: https://belsat.eu/schedule 

Па ўсіх пытаннях: belsat.eu@gmail.com

Падпішыся на нашыя каналы:

BELSAT NEWS – https://goo.gl/fe2Lw9
ВОТ ТАК – http://goo.gl/Kra6Qf
БЕЛСАТ БЕЗ ПАЛІТЫКІ – https://goo.gl/qSjU7a 
БЕЛСАТ ГІСТОРЫЯ – https://goo.gl/cfiYTj
БЕЛСАТ МУЗЫКА – https://goo.gl/NDB5oB
ЖЭСТАЧАЙШЫ МУЛЬТ – https://goo.gl/obVGMH
КОЖНЫ З НАС – https://goo.gl/1URoFk
BIEŁSAT PO POLSKU – https://goo.gl/4LdFdG 
BELSAT IN ENGLISH – https://goo.gl/mtBQvM 

Далучыся да нас у сацыяльных сетках!

Па-беларуску:

Facebook – https://goo.gl/nWYVXF
VKontakte – https://goo.gl/vvwJyJ
Telegram – https://goo.gl/jMMQAc
Instagram – https://goo.gl/Vsuix6
Twitter – https://goo.gl/CbSrPA

По-русски:

Facebook – https://goo.gl/N4FKHF
Twitter – https://goo.gl/J4wpAg
Odnoklassniki – https://goo.gl/sXdZ4p
VKontakte – https://goo.gl/ogvbWw
Rutube – https://goo.gl/xhX9K5

Po polsku:

Facebook – https://goo.gl/b7VuoV
Twitter – https://goo.gl/rmvobb

In english:

Facebook – https://goo.gl/q15Htp
Twitter – https://goo.gl/P3H5Qp",2762,95,2,24,"[белсат, belsat, политика Беларуси, премьер-министр, премьер, правительство РБ, кто есть кто, Румас, Кобяков, Мясникович, Витебск, Лукашенко, опрос, белорусы]",UCRokSp8CGOuQO4R0F1RxRGg,0,0,,false
0Zw01WoYCm8,Прыватызацыя па-беларуску: у працоўных 1 % акцыяў | Приватизация по-белорусски: у рабочих 1 % акций,БЕЛСАТ NEWS,2018-11-11T18:21:21,"Святлана Калінкіна абмяркоўвае падзеі тыдня з актывістам з Полацку Генадзем Воранавым і намеснікам старшыні партыі БНФ Аляксеем Янукевічам. http://belsat.eu/?p=914046

Наведай нашую старонку: http://belsat.eu

Расклад новых выданняў: https://belsat.eu/schedule 

Па ўсіх пытаннях: belsat.eu@gmail.com

Падпішыся на нашыя каналы:

BELSAT NEWS – https://goo.gl/fe2Lw9
ВОТ ТАК – http://goo.gl/Kra6Qf
БЕЛСАТ БЕЗ ПАЛІТЫКІ – https://goo.gl/qSjU7a 
БЕЛСАТ ГІСТОРЫЯ – https://goo.gl/cfiYTj
БЕЛСАТ МУЗЫКА – https://goo.gl/NDB5oB
ЖЭСТАЧАЙШЫ МУЛЬТ – https://goo.gl/obVGMH
КОЖНЫ З НАС – https://goo.gl/1URoFk
BIEŁSAT PO POLSKU – https://goo.gl/4LdFdG 
BELSAT IN ENGLISH – https://goo.gl/mtBQvM 

Далучыся да нас у сацыяльных сетках!

Па-беларуску:

Facebook – https://goo.gl/nWYVXF
VKontakte – https://goo.gl/vvwJyJ
Telegram – https://goo.gl/jMMQAc
Instagram – https://goo.gl/Vsuix6
Twitter – https://goo.gl/CbSrPA

По-русски:

Facebook – https://goo.gl/N4FKHF
Twitter – https://goo.gl/J4wpAg
Odnoklassniki – https://goo.gl/sXdZ4p
VKontakte – https://goo.gl/ogvbWw
Rutube – https://goo.gl/xhX9K5

Po polsku:

Facebook – https://goo.gl/b7VuoV
Twitter – https://goo.gl/rmvobb

In english:

Facebook – https://goo.gl/q15Htp
Twitter – https://goo.gl/P3H5Qp",2749,94,1,13,"[белсат, belsat, Святлана Калінкіна, Калинкина, приватизация, рабочие, Беларусь, новости, РБ, БНФ, экономика, заводы, ИП, бизнес, деньги, акции]",UCRokSp8CGOuQO4R0F1RxRGg,0,0,,false
pJHE5Znyej0,"У гандлёвым цэнтры Менску абвалілася столь, ёсць пацярпелыя | В торговом центре обрушился потолок",БЕЛСАТ NEWS,2018-11-12T18:40:44,"Здарэнне адбылося ў папулярным у Менску гандлёвым цэнтры «Арэна-сіці». Абвалілася 150 квадратных метраў падвеснай столі – гэта гіпсакардон і тынк. Згодна з інфармацыяй прадстаўнікоў Міністэрства надзвычайных сітуацыяў, адбыўся абрыў мацавання, але сапраўдныя прычыны здарэння яшчэ высвятляюцца. Цяпер вядома пра адну пацярпелую – гэта 24-гадовая дзяўчына, працаўніца кветкавага павільёну. http://belsat.eu/?p=914725

Наведай нашую старонку: http://belsat.eu

Расклад новых выданняў: https://belsat.eu/schedule 

Па ўсіх пытаннях: belsat.eu@gmail.com

Падпішыся на нашыя каналы:

BELSAT NEWS – https://goo.gl/fe2Lw9
ВОТ ТАК – http://goo.gl/Kra6Qf
БЕЛСАТ БЕЗ ПАЛІТЫКІ – https://goo.gl/qSjU7a 
БЕЛСАТ ГІСТОРЫЯ – https://goo.gl/cfiYTj
БЕЛСАТ МУЗЫКА – https://goo.gl/NDB5oB
ЖЭСТАЧАЙШЫ МУЛЬТ – https://goo.gl/obVGMH
КОЖНЫ З НАС – https://goo.gl/1URoFk
BIEŁSAT PO POLSKU – https://goo.gl/4LdFdG 
BELSAT IN ENGLISH – https://goo.gl/mtBQvM 

Далучыся да нас у сацыяльных сетках!

Па-беларуску:

Facebook – https://goo.gl/nWYVXF
VKontakte – https://goo.gl/vvwJyJ
Telegram – https://goo.gl/jMMQAc
Instagram – https://goo.gl/Vsuix6
Twitter – https://goo.gl/CbSrPA

По-русски:

Facebook – https://goo.gl/N4FKHF
Twitter – https://goo.gl/J4wpAg
Odnoklassniki – https://goo.gl/sXdZ4p
VKontakte – https://goo.gl/ogvbWw
Rutube – https://goo.gl/xhX9K5

Po polsku:

Facebook – https://goo.gl/b7VuoV
Twitter – https://goo.gl/rmvobb

In english:

Facebook – https://goo.gl/q15Htp
Twitter – https://goo.gl/P3H5Qp",2894,101,2,10,"[Минск, Арена-Сити, потолок, обрушился, обвал, торговый центр, обрушение потолка, обрушение крыши, Арэна-Сіці, гандлёвы цэнтр, абвал столі, абвал, здарэнне]",UCRokSp8CGOuQO4R0F1RxRGg,0,0,,false
8OUqSox5AzQ,Дрэваапрацоўка. "Распіл" бюджэтных сродкаў. Расследаванне "Белсату" | "Распил" в деревообработке,БЕЛСАТ NEWS,2018-11-16T15:00:00,"Пасля шматгадовых спробаў мадэрнізаваць дрэваапрацоўванне мільёнамі змарнаваных долараў з бюджэту Банку развіцця, які да прэм’ерства ачольваў Сяргей Румас, нарэшце ўдалося вывесці падшэфную галіну на плюс. Але якім чынам адбыўся чарговы ""эканамічны цуд""? http://belsat.eu/?p=917487

Расследаванне ""Белсату"" выявіла, што да гэтага зусім не спрычынілася наватарскае кіраванне, а схемы з прыкметамі карупцыі і кумаўство нікуды не падзеліся.
Як адбываюцца ""распілы"" падчас мадэрнізацыі дрэваапрацоўчых заводаў і хто гэта пакрывае? Расследаванне пачалося з падазронага набыцця катла на бабруйскім ""ФанДАКу"". Што ўдалося высветліць – глядзіце ў праграме ""Давайце разбірацца"".

Нашая старонка – https://belsat.eu/
Расклад новых выданняў – https://belsat.eu/schedule
Па ўсіх пытаннях – belsat.eu@gmail.com

Падпішыся на нашыя каналы

BELSAT NEWS – https://goo.gl/fe2Lw9
ВОТ ТАК – http://goo.gl/Kra6Qf
БЕЛСАТ БЕЗ ПАЛІТЫКІ – https://goo.gl/qSjU7a
БЕЛСАТ ГІСТОРЫЯ – https://goo.gl/cfiYTj
БЕЛСАТ МУЗЫКА – https://goo.gl/NDB5oB
ЖЭСТАЧАЙШЫ МУЛЬТ – https://goo.gl/obVGMH
BIEŁSAT PO POLSKU – https://goo.gl/4LdFdG
BELSAT IN ENGLISH – https://goo.gl/mtBQvM

Далучыся да нас у сацыяльных сетках

Па-беларуску

FACEBOOK – https://goo.gl/nWYVXF
VKONTAKTE – https://goo.gl/vvwJyJ
TELEGRAM – https://goo.gl/jMMQAc
INSTAGRAM – https://goo.gl/Vsuix6
TWITTER – https://goo.gl/CbSrPA

По-русски

FACEBOOK – https://goo.gl/N4FKHF
TWITTER – https://goo.gl/J4wpAg
ODNOKLASSNIKIi – https://goo.gl/sXdZ4p

Po polsku

FACEBOOK – https://goo.gl/b7VuoV
TWITTER – https://goo.gl/rmvobb

In english

TWITTER – https://goo.gl/P3H5Qp",10600,319,7,32,"[белсат, belsat, бизнес, деньги, деревообработка, заводы, коррупция, модернизация, расследование, расследования Белсата, Сергей Румас, тендер, чиновники, экономика, давайте разбираться, бізнес, грошы, дрэваапрацоўка, карупцыя, мадэрнізацыя, расследаванне, расследаванні Белсату, Сяргей Румас, тэндэр, чыноўнікі, эканоміка, давайце разбірацца]",UCRokSp8CGOuQO4R0F1RxRGg,0,0,,false
MInhN9JGKto,Поўнае выданне навінаў за 16.11.2018,БЕЛСАТ NEWS,2018-11-16T18:44:37,"Галоўныя падзеі ў Беларусі і суседзяў паводле рэдакцыі ""Аб'ектыву"". http://belsat.eu/?p=918399

- Лукашэнка загадаў не ашчаджаць электраэнергію
- Жыхары Светлагорску перамаглі ў бітве супраць атрутнага заводу
- Беларусь стане марской дзяржаваю?
- Развіццё жаночага прадпрымальніцтва абмеркавалі ў Менску
- Іншаземцы ратуюць жыцці беларускіх дзяцей

Наведай нашую старонку: http://belsat.eu

Расклад новых выданняў: https://belsat.eu/schedule 

Па ўсіх пытаннях: belsat.eu@gmail.com

Падпішыся на нашыя каналы:

BELSAT NEWS – https://goo.gl/fe2Lw9
ВОТ ТАК – http://goo.gl/Kra6Qf
БЕЛСАТ БЕЗ ПАЛІТЫКІ – https://goo.gl/qSjU7a 
БЕЛСАТ ГІСТОРЫЯ – https://goo.gl/cfiYTj
БЕЛСАТ МУЗЫКА – https://goo.gl/NDB5oB
ЖЭСТАЧАЙШЫ МУЛЬТ – https://goo.gl/obVGMH
КОЖНЫ З НАС – https://goo.gl/1URoFk
BIEŁSAT PO POLSKU – https://goo.gl/4LdFdG 
BELSAT IN ENGLISH – https://goo.gl/mtBQvM 

Далучыся да нас у сацыяльных сетках!

Па-беларуску:

Facebook – https://goo.gl/nWYVXF
VKontakte – https://goo.gl/vvwJyJ
Telegram – https://goo.gl/jMMQAc
Instagram – https://goo.gl/Vsuix6
Twitter – https://goo.gl/CbSrPA

По-русски:

Facebook – https://goo.gl/N4FKHF
Twitter – https://goo.gl/J4wpAg
Odnoklassniki – https://goo.gl/sXdZ4p
VKontakte – https://goo.gl/ogvbWw
Rutube – https://goo.gl/xhX9K5

Po polsku:

Facebook – https://goo.gl/b7VuoV
Twitter – https://goo.gl/rmvobb

In english:

Facebook – https://goo.gl/q15Htp
Twitter – https://goo.gl/P3H5Qp",7641,186,8,27,"[энергетика, электроэнергия, АЭС, Островец, выход к морю, черное море, Беларусь, бизнес, ИП, предпринимательство, помощь детям, Чернобыль, Лукашенко, батька, импорт, экономика, атомная станция, Кревский замок, Петрухин, блогер, выхад да мора, Дняпро, Чорнае мора, Балтыйскае мора, Ніжнія Жара, порт, Украіна, Чарнобыль, фонд Сакавік, Марсія Дойл, сацыяльная тэма, дапамога дзецям, Менск, бізнес, правы жанчын, крэдытаванне, крэдыты, Астравец, электраэнергія, Лукашэнка, Літва, энергетыка, Юлія Лабанава]",UCRokSp8CGOuQO4R0F1RxRGg,0,0,,false
rozq3s4aHGM,Сілавікі і чыноўнікі – каго і як корміць бюджэт | На кого идут бюдетные деньги?,БЕЛСАТ NEWS,2018-11-20T12:00:11,"Эксперт ""Асабістага капіталу"" Міхал Залескі спрабуе падлічыць, колькі на Беларусі жыве ""бюджэтнікаў"" і ці добра яны зарабляюць.

Бюджэтнікі – слова савецкае, а таму яно па камуняцкай манеры сэнсу з'явы не раскрывае, а толькі людзей заблытвае. Звычайна, тыя, хто ім карыстаецца, спрабуюць адаслаць нас да гаротнікаў, што сядзяць па завуголлі ў розных бібліятэках і паліклініках. А яно зусім ня так. А як? Разбярэмся. http://belsat.eu/?p=920201

Нашая старонка – https://belsat.eu/
Расклад новых выданняў – https://belsat.eu/schedule
Па ўсіх пытаннях – belsat.eu@gmail.com

Падпішыся на нашыя каналы

BELSAT NEWS – https://goo.gl/fe2Lw9
ВОТ ТАК – http://goo.gl/Kra6Qf
БЕЛСАТ БЕЗ ПАЛІТЫКІ – https://goo.gl/qSjU7a
БЕЛСАТ ГІСТОРЫЯ – https://goo.gl/cfiYTj
БЕЛСАТ МУЗЫКА – https://goo.gl/NDB5oB
ЖЭСТАЧАЙШЫ МУЛЬТ – https://goo.gl/obVGMH
BIEŁSAT PO POLSKU – https://goo.gl/4LdFdG
BELSAT IN ENGLISH – https://goo.gl/mtBQvM

Далучыся да нас у сацыяльных сетках

Па-беларуску

FACEBOOK – https://goo.gl/nWYVXF
VKONTAKTE – https://goo.gl/vvwJyJ
TELEGRAM – https://goo.gl/jMMQAc
INSTAGRAM – https://goo.gl/Vsuix6
TWITTER – https://goo.gl/CbSrPA

По-русски

FACEBOOK – https://goo.gl/N4FKHF
TWITTER – https://goo.gl/J4wpAg
ODNOKLASSNIKIi – https://goo.gl/sXdZ4p

Po polsku

FACEBOOK – https://goo.gl/b7VuoV
TWITTER – https://goo.gl/rmvobb

In english

TWITTER – https://goo.gl/P3H5Qp",3601,107,4,7,"[белсат, belsat, образование, бюджет, бюджетники, деньги, зарплаты, медицина, население, силовики, экономика, личный капитал, адукацыя, бюджэт, бюджэтнікі, грошы, заробкі, медыцына, насельніцтва, сілавікі, эканоміка, асабісты капітал]",UCRokSp8CGOuQO4R0F1RxRGg,0,0,,false
